ENCODED_MCT,MCT_BSE_AR,g_place_id,g_rating,g_user_ratings_total,status
22472FE723,서울특별시 성동구 상원길 40,ChIJb0cTrZmkfDURmIGE6wKqLVg,3.0,3.0,OK
224AE94A24,서울  성동구  상원12길,ChIJi0X_ypSjfDURgnfqq5u6ufQ,4.5,17.0,OK
224FBAD80C,서울특별시 성동구 성덕정길 91,ChIJj5bDZlulfDURmYTjpe9Djqo,,,OK
2257171AD9,서울 성동구 광나루로11길 3,ChIJd6CRWtmlfDURuLrYFt5gOV0,4.8,545.0,OK
225DC4C12C,서울특별시 성동구 성수일로12길 19-1,ChIJe6qTHQClfDURYFdrWwLKu2I,5.0,28.0,OK
2265D9F8B3,서울 성동구 살곶이길 18.,ChIJn_yojqqkfDURHHMr9IDzZMA,4.3,359.0,OK
228EDD81BA,서울특별시 성동구 용답29길 10-1,ChIJQ6U-o_qjfDURlbvB5lq3KwY,5.0,1.0,OK
229E67841F,서울특별시 성동구 상원길 48-1,ChIJQ_bqINSlfDURlMVvyQn2DQQ,3.9,590.0,OK
22AE6306D0,서울특별시 성동구 금호로 173,ChIJuxGb_3CjfDURiBUBrUAvFr8,,,OK
22B7683FF6,서울특별시 성동구 성덕정21길 6,ChIJs-9z8Y2kfDURSsOSG6iy4Pg,,,OK
22BDEE04F4,서울 성동구 마장로31길 14-2.,ChIJq6qqqqukfDURRU1w4biCzTY,4.1,215.0,OK
22EA4127C0,서울 성동구 성덕정길 142,ChIJP-X40melfDURG0FyTWEq7Ow,4.3,73.0,OK
231E0650F8,서울특별시 성동구 연무장5가길 25,ChIJixlNopakfDURMUc0jSbqGJI,4.3,6.0,OK
2324CB55B4,서울 성동구 매봉길 16.,ChIJ6TsOFgqjfDURbsGBOVt0_Xs,4.3,35.0,OK
2344622681,서울  성동구  도선동,ChIJy6JIn5mjfDURBIJ8TQQAJ40,3.0,2.0,OK
234A71B7B5,서울 성동구 독서당로 378.,ChIJ0zq1PJGkfDURVTEgrjIeTrM,4.6,39.0,OK
235801F5F3,서울특별시 성동구 금호산길 71,,,,not_found
2358FEB402,서울 성동구 마장로35길 70.,ChIJFySLyaqkfDURn0ILIDF6-bI,4.2,311.0,OK
235958D75C,서울특별시 성동구 성덕정15길 4-11,ChIJDwc_6I2kfDUR-xn_eotoqDc,,,OK
235FF4ABE1,서울  성동구  마장로  305,,,,not_found
237D0C814D,서울특별시 성동구 마장로 137,ChIJeVppSU-jfDURW2bOp32SPN4,5.0,2.0,OK
2381F744F1,서울특별시 성동구 금호산길 49-1,ChIJe5zxN22jfDURgmeGLSKRJMQ,4.1,37.0,OK
239818D1A0,서울특별시 성동구 자동차시장1길 39,ChIJv8yGh8qkfDURZunc9vHaSvo,,,OK
239B67CD70,서울특별시 성동구 한림말길 37,ChIJo44CG6GjfDUR_T2SmskXZz4,,,OK
23A7CC4CFE,서울 성동구 고산자로24길 11.,ChIJW807c1WjfDURPCQ3kZpQMsw,4.3,239.0,OK
23B2C0A1ED,서울특별시 성동구 매봉길 50,ChIJ4TiQJ1SjfDUR6FNRu8rXsOc,4.2,53.0,OK
23B2E3C466,서울특별시 성동구 상원6길 8,ChIJlS0YQpikfDURx0q5REyWAAw,,,OK
23B6250706,서울 성동구 둘레15길 14,ChIJJ8_ydfqlfDURrVGLhgE8xfI,4.4,67.0,OK
23D471DB19,서울특별시 성동구 마조로 17,ChIJ9T2UPROlfDURdDn1urKtl58,,,OK
23D97A4475,서울 성동구 마조로1길 39.,,,,not_found
23E72E19E5,서울특별시 성동구 용답중앙길 72,ChIJFVNSNbKkfDURjxjKxQ8GiXY,4.5,2.0,OK
23E87CC0C5,서울특별시 성동구 고산자로24길 11-1,ChIJrW_rc1WjfDURDG7gbPQyo3o,,,OK
23F50506A9,서울특별시 성동구 연무장길 20,ChIJz_F1oyGjfDURtnuFYAvh9hQ,,,OK
2402B1EA00,서울  성동구  자동차시장1길  82,ChIJiYe8esukfDUR0C05PM-Rk5E,3.6,67.0,OK
2403DDB210,서울특별시 성동구 상원1길 35-22,ChIJK4N9erKlfDURXBVL2MUpabk,4.9,2374.0,OK
241A9CFA07,서울특별시 성동구 행당로 79,ChIJlYVi8V2jfDURDQPIBFAkwfY,4.3,36.0,OK
242ECF834A,서울 성동구 용답동 14-2,ChIJcTdeBrOkfDURWQc_1fQbn5g,,,OK
243EFCA58C,서울 성동구 살곶이길 40.,ChIJA0FXNVW7fDUR6a5Ar0n38rw,4.2,83.0,OK
2445E4D19D,서울특별시 성동구 연무장3길 6,ChIJy-WONTylfDUR6nkYbwW0prg,4.5,377.0,OK
244740AC40,서울특별시 성동구 천호대로 312,ChIJgdkCBAClfDURt09W1mjSDps,3.0,2.0,OK
245B7B99B2,서울특별시 성동구 무학봉길 41-1,ChIJdfUwwl6jfDUR7Xu1fVaL5hs,,,OK
2477DC6A37,서울특별시 성동구 성수이로7가길 21-17,ChIJZaEqxZCkfDURa1bIdINXvm4,3.5,2.0,OK
2485494277,서울특별시 성동구 독서당로 315-13,ChIJQZa01E6jfDURLsCHYsdQ1HI,4.6,14.0,OK
248ED10705,서울특별시 성동구 성덕정길 75,ChIJK4N9erKlfDURXBVL2MUpabk,4.9,2374.0,OK
249C65ED4B,서울 성동구 독서당로 315-4.,ChIJK_b0UX2jfDURmkYPvmWYm90,4.6,10472.0,OK
24AA9CA0A5,서울특별시 성동구 용답중앙길 80,ChIJpyDEyLOkfDURvE6aXu571io,,,OK
24B47BE5E4,서울특별시 성동구 행당로8길 3,ChIJF3NHN1ijfDURjLzLhWm77m8,,,OK
24CE0F822B,서울특별시 성동구 장터길 27-2,,,,not_found
24D8120756,서울특별시 성동구 금호로 86,ChIJhWUitZ2kfDURnyfJtxpZ4MU,,,OK
24F5384BB4,서울특별시 성동구 뚝섬로 408-7,ChIJz_1d9talfDURc5CwLlIGz84,4.3,13.0,OK
25100A92DC,서울 성동구 마장로35길 68.,ChIJ79VMtqqkfDURcAqSXzv_1dU,,,OK
252CF56BC1,서울특별시 성동구 아차산로7나길 18,ChIJqyvqYjClfDURnxkW49xDiHo,4.0,114.0,OK
2540E29770,서울 성동구 성덕정길 34.,ChIJ81UQWISkfDURywQOleMI-Vs,,,OK
2541119B6A,서울 성동구 왕십리로 340.,ChIJX94WgLGjfDURfxR_gIpntAo,4.7,3.0,OK
255821302B,서울특별시 성동구 왕십리광장로 17,ChIJZRACBZykfDUR2jLss4czGBI,3.8,93.0,OK
255EEC201D,서울특별시 성동구 왕십리로21길 39-1,ChIJe_-HDVyjfDUR94SUjDCSwLk,4.4,834.0,OK
256B5CE947,서울특별시 성동구 마장로35나길 40,ChIJDU12O6SlfDURB3uyTiYdyeA,3.0,4.0,OK
257C2B26D3,서울특별시 성동구 연무장길 100-15,ChIJQ_bqINSlfDURlMVvyQn2DQQ,3.9,590.0,OK
259546987D,서울특별시 성동구 무학로6길 33,ChIJ2_FzopykfDUR-324N1olWcc,4.8,116.0,OK
259A1E16FE,서울특별시 성동구 뚝섬로 311,ChIJi_M445OkfDURBV_ePY2qCHo,4.1,2662.0,OK
259AFDA5D8,서울특별시 성동구 금호로 47,ChIJKyG0vXGjfDURriZwHnukAuk,4.4,7.0,OK
25B296A614,서울특별시 성동구 무수막길 93,ChIJDYCVnTejfDURH_VwKq2oDiQ,,,OK
25B2D74E6B,서울  성동구  하왕십리2동,ChIJr9GJk16jfDUREIBqfSAwTF8,4.0,1.0,OK
25B32948C5,서울특별시 성동구 서울숲4길 26-20,ChIJB9A5Kq-lfDURaHijkaC9yDk,4.9,77.0,OK
25B6936E82,서울특별시 성동구 성수일로 111,ChIJsVmv6PulfDURCi4sGx6iL5s,,,OK
25CB7FE229,서울특별시 성동구 성덕정17길 11,ChIJm27WHY6kfDURj62jF5bd7Qg,4.3,19.0,OK
25D2E98F3A,서울  성동구  행당동,ChIJZQZZG1ejfDURJjsvdpX10_I,4.4,132.0,OK
25D5913CB4,서울 성동구 독서당로 274.,ChIJK1E2WwCjfDURiyQSUhfS12A,,,OK
25E23A7190,서울특별시 성동구 금호산길 49-1,ChIJlUFjMm6jfDURoTKXwvSdhT4,,,OK
25FA6C0D0D,서울 성동구 연무장길 84.,ChIJDeSQl_GlfDURAAl3kNK9bKE,3.6,8.0,OK
26034FF5B2,서울특별시 성동구 고산자로 277,ChIJ56CXWwyjfDURjY7YFkXRvyo,4.7,3.0,OK
2604CC295C,서울특별시 성동구 성덕정길 90-1,ChIJabshpe2kfDURfbvDHoqYI9I,4.0,148.0,OK
260F71BF9B,서울특별시 성동구 성수일로10가길 4,ChIJ-WBw8rulfDURD3pIVthdQfQ,4.8,5.0,OK
261CA88AD3,서울 성동구 마장로35나길 4,ChIJXTbMdHujfDURDamjRg_3xXM,4.2,1525.0,OK
2637B87ECB,서울특별시 성동구 왕십리로 410,ChIJGws58FmjfDURVZQS8BTBXfo,3.6,41.0,OK
263A2454D1,서울특별시 성동구 금호산2길 17-1,ChIJYX0NWnKjfDURk6nFHhY64_A,,,OK
266F94FF9C,서울특별시 성동구 둘레9가길 36,ChIJK_b0UX2jfDURmkYPvmWYm90,4.6,10472.0,OK
268A868E38,서울특별시 성동구 왕십리로8길 24,ChIJfcVylQSlfDUR9ca1anCjYLQ,4.4,11.0,OK
26ACE594E8,서울특별시 성동구 왕십리로 215-2,ChIJ3WjiSnOlfDURC_e_4UVSQSY,4.0,5.0,OK
26B2585C88,서울특별시 성동구 왕십리광장로 17,ChIJNx1nP1yjfDURdk5r-WSZJfI,3.6,35.0,OK
26D174D6A5,서울특별시 성동구 고산자로 304,ChIJxfiUq0ijfDURdkjKVG-MjcY,3.3,18.0,OK
26DA5D7B15,서울특별시 성동구 왕십리로24길 3,ChIJF3NHN1ijfDURZui24dcPeYs,3.9,703.0,OK
26DE9DB5A2,서울특별시 성동구 왕십리로 221-5,ChIJC-dnKqekfDUR2TVew9WDuhI,4.3,3.0,OK
26EBEEFD0A,서울특별시 성동구 고산자로24길 6,ChIJe_-HDVyjfDUR94SUjDCSwLk,4.4,834.0,OK
26F68BFF02,서울특별시 성동구 왕십리로5길 12-3,ChIJhykhEpmkfDURZY1dpWRNiE0,4.0,81.0,OK
26FAE231DB,서울특별시 성동구 연무장17길 14,ChIJSUXB8DKlfDURe-skWTTUxLw,5.0,1.0,OK
2716FFD10A,서울 성동구 상원12길 20-14.,ChIJSxllcx6jfDURdaOvs-gjdTA,4.6,9.0,OK
2743897872,서울특별시 성동구 마조로3가길 15,ChIJI0qBv-WjfDURkkj67RKoszU,4.5,254.0,OK
274F7C9F52,서울 성동구 성수일로11길 10.,ChIJeb0pmnOlfDURQHatDLEaVio,4.7,499.0,OK
276A8846C9,서울특별시 성동구 왕십리로 257,ChIJ4a-INV-jfDURlkbZ6eDcTkk,,,OK
27751D8C2E,서울 성동구 마조로 33.,ChIJCZ17lKekfDURIuQv37AyAOw,4.2,558.0,OK
278EA7FDDE,서울 성동구 장터5길 4-1.,ChIJG33pB8ejfDURuquiDZR4RgI,5.0,1.0,OK
2791AA9D19,서울특별시 성동구 연무장길 3,ChIJyX_91zalfDURqJTtHVseG3A,4.8,15.0,OK
2791AFFA12,서울 성동구 왕십리로8길 13.,ChIJa1reWJmkfDUR-pjHH1GZtTU,,,OK
279E4BE602,서울특별시 성동구 마조로1가길 1,ChIJZ8fsfFijfDUR5dsbBg3xLxw,,,OK
27BA4A6AFF,서울특별시 성동구 매봉길 50,ChIJ4TiQJ1SjfDUR6FNRu8rXsOc,4.2,53.0,OK
27C88660A5,서울 성동구 송정동,ChIJ24lYiuqlfDURE1Df8C-O2Z4,4.5,102.0,OK
27F2AD0786,서울특별시 성동구 상원길 36,ChIJbUTMQu6jfDURGw75eW9hPvQ,4.5,11.0,OK
2816E24ED9,서울 성동구 무학로2길 31,ChIJ_adOFLClfDUR5xUaXdaV31g,3.9,470.0,OK
281CA527F1,서울 성동구 마장동,ChIJ03uyyKqkfDURkLkb1nG2Qbo,5.0,4.0,OK
281D5B3CBD,서울 성동구 마장로35다길 10,ChIJC-OvhqqkfDURi5LAxKTTKBk,,,OK
282DE0EEF4,서울특별시 성동구 무학로2길 11,ChIJiVdO7VqjfDURZ_cuioT0hAI,,,OK
2831DB3C04,서울특별시 성동구 광나루로11길 52,ChIJ_____5ykfDURTFu7mxoVtEI,4.0,918.0,OK
283E6BD7FF,서울특별시 성동구 왕십리로8길 8,ChIJPTMe53ylfDURPOm4S9rarYQ,4.6,5.0,OK
2858CD7B1D,서울 성동구 아차산로13길 48.,ChIJsT-FpbSkfDURYfaKyQFzNz0,3.7,179.0,OK
285AE413AF,서울특별시 성동구 연무장길 8-1,ChIJZWRhPeOlfDURLos9qzg5Ke8,4.6,18.0,OK
28616F2CED,서울 성동구 아차산로11길 11,ChIJbxF6nV-lfDUROaL4hWXxuFs,3.9,44.0,OK
28718E3BF1,서울특별시 성동구 행당로17길 22-1,ChIJAwzzilujfDURFy9UV_Za-Cs,,,OK
2889D57BC9,서울  성동구  성수동2가,,,,not_found
289F79B6BC,서울특별시 성동구 독서당로46가길 28,ChIJhbHzDHajfDURWoI5rkCwDVs,5.0,1.0,OK
289FECEDF1,서울특별시 성동구 마장로31가길 5,ChIJhTKeClWjfDURhhaLBAJKfoM,5.0,21.0,OK
28A86E02D8,서울특별시 성동구 아차산로3길 9,ChIJ_____5ykfDURBcbl1QzxBV8,3.9,447.0,OK
28B588EEB5,서울특별시 성동구 뚝섬로 392,ChIJxSmjSg6lfDURsciBgPvYWP8,5.0,1.0,OK
28BE1401AB,서울 성동구 마조로7길 5.,ChIJqcPmjaekfDUR-iZxXxAm37g,3.8,70.0,OK
28CF1EBDA2,서울 성동구 고산자로6길 40.,,,,not_found
28DC0855AC,서울 성동구 왕십리로14길 22-2.,ChIJO9R40h6ZfDUR1E8hd0bFeAU,4.7,12.0,OK
28DEFF1F60,서울특별시 성동구 무학로2길 39,ChIJkVhxJFqjfDURW_itGmkup_g,,,OK
28EA223BD1,서울특별시 성동구 아차산로7길 7,ChIJ-2ZAawClfDURlbAM5NYO1i8,4.6,5.0,OK
28F229AEF2,서울특별시 성동구 상원길 24,ChIJ9090Jh2lfDURoz3R-4gHvPo,4.9,299.0,OK
2910BEDA4D,서울특별시 성동구 금호로 60,ChIJeUTd0HGjfDURDVGncbVrt7s,4.7,3.0,OK
291A30DB5B,서울특별시 성동구 금호로 58,ChIJO0-bJ1qjfDURft4VBKL_Jcg,3.4,39.0,OK
291BA8B14B,서울 성동구 마조로18길 21.,ChIJnT5L26ukfDURapSfk5b_m3M,,,OK
292FD26A79,서울 성동구 왕십리로21길 6,ChIJSVQpx1ujfDURT6fA8PtXC1U,3.7,10.0,OK
293EA4B2A0,서울특별시 성동구 왕십리로 222,ChIJr6AMqqakfDURXANuMHX7RNs,4.6,1044.0,OK
29421280E6,서울 성동구 성수일로4길 25.,ChIJ-2hHkpCkfDURujRVW3mczhc,,,OK
294C67ABA5,서울 성동구 아차산로 116.,ChIJQUr5CWelfDURqYKzSg5M7yk,4.5,26.0,OK
295F1DE887,서울특별시 성동구 청계천로10가길 10-9,ChIJGy0V3lOjfDUR9V109f_R3VY,,,OK
295F86E07D,서울특별시 성동구 장터길 33,ChIJBSnG2NiYfDURF5QKMndyU50,4.2,93.0,OK
296E11B196,서울특별시 성동구 성수일로1길 10,ChIJP-X40melfDURG0FyTWEq7Ow,4.3,73.0,OK
297AE548DB,서울 성동구 연무장5길 6.,ChIJncOMhlSlfDURBHGJydW5IvU,4.2,258.0,OK
297CF99623,서울특별시 성동구 행당로 84,ChIJvelffkajfDURkEL0ZYjTcqk,4.2,156.0,OK
2996AB4D5A,서울특별시 성동구 왕십리로4길 16,ChIJAx6Fl6KlfDURQa0g0wEgfT4,5.0,7.0,OK
29B5BE80D4,서울  성동구  성수이로7길,ChIJRzjLxpGkfDUREy700ey8EUo,3.6,107.0,OK
29BB814FD2,서울 성동구 독서당로 344.,ChIJz0CbP3OjfDURGkHjA3MwgxM,,,OK
29F6BB77B3,서울 성동구 마장로 228-12,ChIJg4L0K26lfDURtDGWPlWf5-4,4.5,36.0,OK
2A0922EAA7,서울 성동구 용답중앙15길 15-6,ChIJsz-hG7OkfDURWq2Sv8u-xYM,,,OK
2A28E1D01A,서울특별시 성동구 고산자로24길 15,ChIJo9yIcFWjfDURjsOCDVRQ3mc,3.1,37.0,OK
2A46B78747,서울 성동구 마장로31가길 5.,ChIJhTKeClWjfDURrMNrb7TASXA,4.8,15.0,OK
2A4B681277,서울특별시 성동구 연무장길 38,ChIJ352l6q2lfDUR_GWOmWrUgkk,4.8,23.0,OK
2A4DAD9E0E,서울특별시 성동구 왕십리로 410,ChIJ_TB6IRyjfDUR7cOqwyI-OX4,,,OK
2A6D92878C,서울특별시 성동구 용답25다길 24,ChIJkxOfSrKkfDURVqveWP6VJps,,,OK
2A74299DD1,서울특별시 성동구 마조로1가길 14,ChIJbU6LYtalfDUR8RszZ06vw-Y,4.1,127.0,OK
2A9CD599EF,서울특별시 성동구 금호산길 66-1,ChIJq9f03GyjfDURADJq6hyQ7T0,,,OK
2AB52AC101,서울 성동구 장터길 44-1.,ChIJ0Vgyb52kfDURN457HvgYl3Q,4.1,405.0,OK
2ABC68FBCD,서울특별시 성동구 상원길 52,ChIJ09SMaXylfDUR5XMGCwDAD4o,3.3,8.0,OK
2AD96F80A2,서울특별시 성동구 무학봉28길 4-1,ChIJERFfDjaifDURzBrJR0JyzZI,4.4,49.0,OK
2AECA02B3A,서울 성동구 마조로 17,ChIJxYa0cKekfDURzjn_OOeAEMA,4.2,378.0,OK
2AF934A41E,서울특별시 성동구 서울숲길 50,ChIJLeQUz-i3fDURb51NOlydWBI,4.4,36.0,OK
2B06E192A3,서울특별시 성동구 용답중앙23길 16-2,ChIJeYsqfUqlfDURy_S1x8Xlb4U,5.0,1.0,OK
2B0A1A657D,서울 성동구 서울숲4길 22-7.,ChIJY5XZZLClfDURwCRpL27D-ac,4.3,419.0,OK
2B2AD47693,서울특별시 성동구 용답19길 17,ChIJbREcR7KkfDURHtMhJ0V68po,,,OK
2B2AF25A23,서울특별시 성동구 마장로 137,ChIJjyY7Ok-jfDURyyzeP-2dUTs,,,OK
2B2CDD8A48,서울특별시 성동구 행당로 102,ChIJN9NilVujfDURjM3llSY8R_0,,,OK
2B355A80CB,서울특별시 성동구 용답중앙15길 14,ChIJdzkJBbOkfDURE7rqlKAs6hk,,,OK
2B60980E98,서울 성동구 마장로29길 45,ChIJe-qC7B2jfDURb_Dx-L45xdY,4.8,54.0,OK
2B88E8F026,서울특별시 성동구 연무장5가길 7,ChIJG5j-_5ukfDURw4TPvEKfIPY,4.5,472.0,OK
2B89D787CB,서울 성동구 상원길 60,ChIJj-QLYpikfDURMddTr3L68n8,3.9,140.0,OK
2B9B91BE0C,서울특별시 성동구 상원길 19,ChIJhetCMpmkfDUREU-3bvakFCw,4.1,243.0,OK
2BB4EF9F37,서울 성동구 마장로 328.,ChIJ_bAcOHGlfDURWGYVlInzIdQ,4.0,57.0,OK
2BBA95E499,서울 성동구 살곶이길 40,ChIJ_cxHpTajfDURsRrIOUXa2PU,4.6,160.0,OK
2BE371C2DE,서울특별시 성동구 성수일로12길 52,ChIJt2017vKlfDURLkvf0wSu90s,5.0,1.0,OK
2BE8E6A10C,서울특별시 성동구 고산자로24길 14-7,ChIJpealoFWjfDUR2ACgzkn79ow,4.1,1920.0,OK
2BF66155BC,서울특별시 성동구 성수일로10길 33,ChIJKdHRTpakfDURwBAOa002OEU,5.0,213.0,OK
2BFD9CB05E,서울특별시 성동구 광나루로11길 17-1,ChIJcSvc-hOjfDURRCDVgDU53WM,4.0,92.0,OK
2C11204E23,서울특별시 성동구 왕십리로21길 11,ChIJ-5Ipc8qjfDURiXhiyKbx5sw,5.0,1.0,OK
2C1B90C392,서울 성동구 왕십리로10길 19-2.,ChIJQ3nYP3ClfDUROPo6DDJlTD0,4.7,9.0,OK
2C264531BC,서울 성동구 마조로 17.,ChIJ29iMMwCjfDURRFJqMgs31ag,5.0,1.0,OK
2C2BF9EB44,서울특별시 성동구 고산자로 284,ChIJBWTBDVejfDURm_3-Y0L_JwU,,,OK
2C4B01EA60,서울특별시 성동구 청계천로10나길 79,ChIJe3-WDBOjfDURULkzwPapUr8,4.8,240.0,OK
2C6E1775F4,서울특별시 성동구 왕십리로26길 11,ChIJOYt_brOkfDUR34Bji9UxYqc,5.0,1.0,OK
2C72D19DB4,서울특별시 성동구 독서당로 329,ChIJYwxAUKClfDURK3r5fsi5zQo,4.5,859.0,OK
2C8DAA2BF9,서울 성동구 성수이로14길 5.,ChIJM3ORuAujfDURVDrRLVPE3EE,4.8,525.0,OK
2CA32048EF,서울 성동구 성덕정길 32.,ChIJ9Tg8s3qlfDURTF7tOLsu4Rc,3.8,4.0,OK
2CB43F0D78,서울특별시 성동구 왕십리로 50,ChIJ_ae0p86ifDURYCc5vk2z_5Q,4.3,2114.0,OK
2CC6C6DCC3,서울특별시 성동구 금호로 145,ChIJ77KVUTalfDURbl2xX_02Gqk,4.2,77.0,OK
2CC7A59E1B,서울특별시 성동구 마조로5길 11,ChIJzWu7gVijfDURsOOwoMV0GqE,4.8,15.0,OK
2CEF80C971,서울특별시 성동구 성덕정길 127,ChIJPT83k42kfDURHgsjCc0MqcY,,,OK
2CF63CC8AA,서울특별시 성동구 서울숲4길 16,ChIJVQrlyWqlfDUR8Jrgoboal-g,4.1,16.0,OK
2CFE1C6776,서울특별시 성동구 연무장5가길 25,ChIJOzlu0FqlfDUR9leqRzVXv5k,4.5,21.0,OK
2D0E5434C1,서울 성동구 동일로 143 .,ChIJMxtGQCWjfDURbD7Enu0poQU,3.9,159.0,OK
2D1CF66EC7,서울특별시 성동구 장터길 13-1,ChIJvZhhvgyjfDURtwy2-iDhioo,4.6,5.0,OK
2D1F5F9F5F,서울 성동구 왕십리로24길 35-1,ChIJRRHNlNajfDURVMycAKtOozA,5.0,1.0,OK
2D2C0E00E6,서울 성동구 광나루로 320-1.,ChIJr9ISIcGkfDUR-bkoLpvfNFY,3.7,35.0,OK
2D3C8D6F8A,서울특별시 성동구 마장로 203-1,ChIJVcBa8FCjfDUREJdRzRpbIrI,,,OK
2D42F25855,서울 성동구 왕십리로 410.,ChIJQ0Bvwi2jfDURnDduF_VSZx0,4.0,35.0,OK
2D4E9106EA,서울특별시 성동구 마장로 310,ChIJVdMzwKukfDURqiRTFaFAH6g,,,OK
2D56DC79C1,서울특별시 성동구 마장로23길 7,ChIJUaHK-FCjfDUR9GfTabbfYpI,2.5,8.0,OK
2D732BFF98,서울특별시 성동구 고산자로24길 16-2,ChIJPxDSUS-jfDURKa3YJ6QL-xE,4.9,18.0,OK
2D7E5C7167,서울특별시 성동구 고산자로2길 67,ChIJj-QLYpikfDUR_H3QPqV_MAs,,,OK
2D7EEFFB71,서울 성동구 성수이로 31.,ChIJ75U56uilfDURBP2SZ5MTos8,4.2,233.0,OK
2D9247837A,서울특별시 성동구 상원4길 6,ChIJhSRPNXelfDURV_ooK2_9Ij0,4.9,931.0,OK
2D92AEB068,서울특별시 성동구 마조로9길 6-5,ChIJ9Ye9LyyjfDURgYB4uqsmohw,4.8,6177.0,OK
2D948AFFC9,서울특별시 성동구 무학봉길 97-1,ChIJjxtJq1ujfDURSV-CPhXJ2Nk,,,OK
2D956479FE,서울특별시 성동구 왕십리로5길 10,ChIJNTxLp56kfDURu1pwU9pyCqg,,,OK
2D9601ED38,서울특별시 성동구 독서당로 283,,,,not_found
2DAF105D58,서울특별시 성동구 금호산2길 20,ChIJK-C_UHKjfDURYMluTkuVmrU,,,OK
2DCB06D5D5,서울 성동구 성수이로 51.,ChIJO3hOMT2lfDURZW7DGPXQuJk,3.5,17.0,OK
2DCC4A585C,서울특별시 성동구 마조로 27,ChIJfUKmsAyjfDURrSvvWOtWQ1E,,,OK
2DD4A5D048,서울특별시 성동구 뚝섬로11길 21,ChIJa25Zt6ulfDURvRsAH_qNgw4,5.0,4.0,OK
2DF77932A4,서울 성동구 무학로10길 33.,ChIJN_U_HIOkfDURARdwpRNLbpg,3.9,606.0,OK
2E0CA58847,서울특별시 성동구 왕십리로8길 19-6,,,,not_found
2E11392CA8,서울특별시 성동구 마장로35길 46,ChIJpealoFWjfDUR2ACgzkn79ow,4.1,1920.0,OK
2E13DF4A8E,서울특별시 성동구 왕십리로24나길 8,ChIJe0MhWlmjfDURFlZnhm-iSY0,4.2,298.0,OK
2E234CD1DD,서울특별시 성동구 성수이로 36-7,ChIJD5p-0MCkfDURUYdtUeTaA0A,5.0,1.0,OK
2E344F415F,서울특별시 성동구 뚝섬로9길 8,ChIJEzWlmTmlfDURZ5pq9RK2c6s,4.1,12.0,OK
2E4264DFBD,서울특별시 성동구 뚝섬로3길 16,ChIJz3LMlZqkfDURWXPYjIr9W-s,4.8,6.0,OK
2E4C72C286,서울특별시 성동구 마조로 17,ChIJ30LI76-8fDURnvxPBXov008,4.4,96.0,OK
2E4CDEA048,서울특별시 성동구 왕십리로2길 30,ChIJf4zztOujfDURB6HtdNm38Ec,5.0,2.0,OK
2E56C71323,서울 성동구 고산자로24길 11,ChIJpealoFWjfDUR2ACgzkn79ow,4.1,1920.0,OK
2E5E8F46A2,서울 성동구 무학로6길 26.,ChIJcfkw23GjfDURpmwKggyYQs0,4.0,2.0,OK
2E8B2318F2,서울특별시 성동구 연무장3길 14,ChIJgwyX5eOjfDUR5z8Fwt0xwt8,4.4,129.0,OK
2EA62B1198,서울 성동구 용답중앙15길 13,ChIJv0obmZ6kfDURHzPixiwfRok,4.2,126.0,OK
2EAE67C0B4,서울특별시 성동구 천호대로 380-7,ChIJs6avEhywfDURxH1NtowJOl0,4.0,54.0,OK
2EBD1956DE,서울특별시 성동구 성덕정3길 10-1,ChIJEd62W9elfDUR4pIpKNEVmJ8,4.3,21.0,OK
2EDD8317FA,서울특별시 성동구 행당로 6,ChIJnzvtWMCkfDUR9zk9EfhmSDo,4.1,14.0,OK
2EE7676921,서울특별시 성동구 마장로 137,ChIJjyY7Ok-jfDURyyzeP-2dUTs,,,OK
2EEFCB2C63,서울특별시 성동구 왕십리로 410,ChIJ_9mOeUWjfDURw2u9YSKMSgo,4.5,26.0,OK
2EF97A568C,서울특별시 성동구 마조로1길 40,ChIJRXx-J5SkfDURifmjgFLEr_8,4.3,69.0,OK
2F190FBDCA,서울특별시 성동구 아차산로13길 37,ChIJrdwBtAalfDUR6JgtQfEBblM,4.0,1.0,OK
2F255C75E1,서울 성동구 성덕정3길 12.,ChIJscppWpakfDUReDe90u9D0HE,4.0,1012.0,OK
2F2BBD5117,서울 성동구 광나루로8길 12.,ChIJd6CRWtmlfDURuLrYFt5gOV0,4.8,545.0,OK
2F35E163EB,서울 성동구 마장로27가길 27-6.,ChIJK_b0UX2jfDURmkYPvmWYm90,4.6,10472.0,OK
2F44EA8AEB,서울특별시 성동구 아차산로 153,ChIJQ_bqINSlfDURlMVvyQn2DQQ,3.9,590.0,OK
2F4B0C323E,서울특별시 성동구 독서당로 336,ChIJfWdjynGjfDURjN9xtScuSf8,,,OK
2F5708B372,서울 성동구 사근동길 58,ChIJr6AMqqakfDURXANuMHX7RNs,4.6,1044.0,OK
2F63B0EE20,서울특별시 성동구 왕십리로8길 8,ChIJ3Yj4_pukfDURNt1N_6_yYSQ,,,OK
2FB0335820,서울특별시 성동구 금호산2길 13,ChIJ2Rc5OFWjfDURLMZmHslCknU,5.0,1.0,OK
2FB475D73E,서울특별시 성동구 왕십리로 410,ChIJUTIe296jfDURjW-rVyBudJs,4.6,45.0,OK
2FC5FFC0AA,서울특별시 성동구 성수이로14길 1,ChIJx6_vYtmlfDURQlZGY_FtU2E,4.5,84.0,OK
